Time1,ECG,Time2,PPG
144.341,59,107.259,-4362
144.349,103,107.265,-4206
144.356,94,107.27,-4130
144.364,20,107.276,-4065
144.372,-34,107.282,-4085
144.379,-50,107.287,-3982
144.387,-59,107.293,-3903
144.395,-52,107.299,-3746
144.402,-96,107.304,-3607
144.41,-211,107.31,-3465
144.418,-280,107.316,-3343
144.426,-280,107.321,-3329
144.433,-271,107.327,-3238
144.441,-262,107.333,-3079
144.449,-292,107.338,-2883
144.456,-356,107.344,-2923
144.464,-359,107.35,-2771
144.472,-315,107.355,-2606
144.479,-283,107.361,-2420
144.487,-246,107.367,-2254
144.495,-209,107.374,-2209
144.502,-191,107.379,-2021
144.51,-165,107.385,-1830
144.518,-128,107.391,-1684
144.526,-101,107.396,-1571
144.533,-64,107.402,-1471
144.541,-39,107.408,-1275
144.549,-23,107.414,-1232
144.556,4,107.419,-1285
144.564,20,107.425,-1257
144.572,41,107.431,-1213
144.579,73,107.436,-1254
144.587,71,107.442,-1385
144.595,73,107.448,-1615
144.602,94,107.453,-1884
144.61,64,107.459,-2159
144.618,39,107.465,-2588
144.626,46,107.47,-2936
144.633,0,107.476,-3329
144.641,-48,107.482,-3704
144.649,-23,107.487,-4076
144.656,13,107.493,-4589
144.664,25,107.499,-4920
144.672,46,107.504,-5354
144.679,62,107.51,-5716
144.687,71,107.516,-6117
144.695,82,107.521,-6423
144.702,147,107.527,-6542
144.71,412,107.533,-6829
144.718,815,107.539,-7021
144.726,817,107.544,-7215
144.733,101,107.55,-7370
144.741,-497,107.556,-7460
144.749,-225,107.561,-7609
144.756,154,107.567,-7685
144.764,78,107.573,-7725
144.772,13,107.578,-7611
144.779,96,107.584,-7561
144.787,105,107.59,-7600
144.795,92,107.595,-7439
144.802,108,107.601,-7365
144.81,59,107.607,-7259
144.818,4,107.612,-7011
144.826,46,107.62,-6948
144.833,99,107.625,-6646
144.841,94,107.631,-6491
144.849,92,107.637,-6241
144.856,99,107.642,-6046
144.864,103,107.648,-5940
144.872,140,107.654,-5802
144.88,156,107.659,-5469
144.887,115,107.665,-5334
144.895,66,107.671,-5195
144.903,-46,107.676,-5009
144.91,-163,107.682,-4876
144.918,-135,107.688,-4762
144.926,-82,107.693,-4732
144.933,-105,107.699,-4629
144.941,-124,107.705,-4436
144.949,-145,107.71,-4372
144.957,-172,107.716,-4411
144.964,-170,107.722,-4386
144.972,-168,107.728,-4134
144.98,-200,107.733,-4185
144.987,-251,107.739,-4071
144.995,-304,107.745,-3998
145.003,-310,107.75,-3943
145.01,-257,107.756,-3864
145.018,-218,107.762,-3784
145.026,-214,107.767,-3694
145.033,-200,107.773,-3501
145.041,-175,107.779,-3665
145.049,-149,107.784,-3509
145.057,-105,107.79,-3467
145.064,-71,107.796,-3344
145.072,-62,107.801,-3257
145.08,-55,107.807,-3118
145.087,-41,107.813,-3213
145.095,-29,107.818,-3105
145.103,-52,107.824,-3027
145.11,-85,107.83,-2939
145.118,-89,107.835,-2761
145.126,-140,107.841,-2809
145.133,-191,107.847,-2614
145.141,-128,107.853,-2610
145.149,-46,107.858,-2264
145.157,-23,107.864,-2115
145.164,-13,107.87,-2107
145.172,-6,107.875,-2005
145.18,2,107.881,-1998
145.187,23,107.887,-1760
145.195,55,107.892,-1629
145.203,78,107.898,-1424
145.21,80,107.904,-1345
145.218,82,107.909,-1323
145.226,103,107.916,-1190
145.233,124,107.922,-1044
145.241,108,107.928,-823
145.249,158,107.933,-809
145.257,476,107.939,-664
145.264,882,107.945,-696
145.272,725,107.95,-651
145.28,-94,107.956,-682
145.287,-495,107.962,-785
145.295,-62,107.967,-845
145.303,179,107.973,-1006
145.31,-11,107.979,-1304
145.318,-71,107.984,-1512
145.326,-18,107.99,-1855
145.333,-4,107.996,-2319
145.341,-6,108.001,-2680
145.349,-80,108.007,-3020
145.357,-172,108.013,-3393
145.364,-138,108.019,-3682
145.372,-52,108.024,-4094
145.38,-18,108.03,-4588
145.387,4,108.036,-4966
145.395,20,108.041,-5218
145.403,13,108.047,-5567
145.41,9,108.053,-5760
145.418,27,108.058,-6054
145.426,32,108.064,-6239
145.434,2,108.07,-6539
145.441,-32,108.075,-6576
145.449,-34,108.081,-6676
145.457,0,108.087,-6835
145.464,27,108.092,-6773
145.472,39,108.098,-6808
145.48,-11,108.104,-6626
145.488,-181,108.109,-6685
145.495,-310,108.115,-6631
145.503,-280,108.121,-6534
145.511,-248,108.126,-6330
145.518,-267,108.132,-6198
145.526,-271,108.138,-6014
145.534,-276,108.144,-5767
145.541,-269,108.149,-5701
145.549,-218,108.155,-5513
145.557,-163,108.162,-5279
145.564,-128,108.168,-4996
145.572,-112,108.173,-4830
145.58,-119,108.179,-4593
145.588,-126,108.185,-4384
145.595,-128,108.19,-4167
145.603,-128,108.196,-4010
145.611,-94,108.202,-3879
145.618,-69,108.207,-3806
145.626,-80,108.213,-3683
145.634,-59,108.219,-3495
145.641,-2,108.224,-3247
145.649,29,108.23,-3191
145.657,29,108.236,-3077
145.664,-29,108.241,-3041
145.672,-115,108.247,-2930
145.68,-94,108.253,-2760
145.688,-11,108.259,-2721
145.695,34,108.264,-2701
145.703,69,108.27,-2572
145.711,85,108.276,-2531
145.718,64,108.281,-2624
145.726,66,108.287,-2524
145.734,103,108.293,-2484
145.741,128,108.298,-2305
145.749,145,108.304,-2305
145.757,147,108.31,-2169
145.764,105,108.315,-2148
145.772,69,108.321,-1860
145.78,66,108.327,-2004
145.788,89,108.332,-1847
145.795,260,108.338,-1672
145.803,644,108.344,-1565
145.811,872,108.349,-1617
145.818,380,108.355,-1441
145.826,-437,108.361,-1300
145.834,-513,108.366,-1127
145.841,-156,108.372,-1000
145.849,-230,108.378,-823
145.857,-368,108.384,-635
145.864,-239,108.389,-422
145.872,-161,108.395,-212
145.88,-163,108.401,-173
145.888,-115,108.406,12
145.895,-80,108.412,112
145.903,-82,108.418,410
145.911,-41,108.423,511
145.918,29,108.429,823
145.926,55,108.435,894
145.934,36,108.442,1164
145.941,11,108.447,1371
145.949,-11,108.453,1767
145.957,-20,108.459,1916
145.964,-6,108.464,1990
145.972,25,108.47,2146
145.98,41,108.476,2221
145.988,25,108.481,2377
145.995,29,108.487,2376
146.003,55,108.493,2332
146.011,66,108.498,2263
146.018,55,108.504,2205
146.026,-16,108.51,1888
146.034,-110,108.515,1727
146.042,-140,108.521,1203
146.049,-131,108.527,924
146.057,-126,108.532,590
146.065,-145,108.538,340
146.072,-209,108.544,-76
146.08,-278,108.55,-442
146.088,-317,108.555,-917
146.095,-310,108.561,-1408
146.103,-257,108.567,-1621
146.111,-211,108.572,-1997
146.118,-198,108.578,-2197
146.126,-181,108.584,-2743
146.134,-147,108.589,-2961
146.142,-108,108.595,-3165
146.149,-66,108.601,-3229
146.157,-32,108.606,-3327
146.165,-18,108.612,-3528
146.172,-4,108.618,-3487
146.18,18,108.623,-3436
146.188,34,108.629,-3534
146.195,46,108.635,-3527
146.203,18,108.64,-3474
146.211,-46,108.646,-3135
146.218,-57,108.652,-3001
146.226,-16,108.657,-2836
146.234,29,108.663,-2713
146.242,73,108.669,-2479
146.249,103,108.675,-2219
146.257,117,108.681,-1965
146.265,128,108.687,-1643
146.272,133,108.693,-1355
146.28,140,108.698,-1137
146.288,156,108.704,-1067
146.295,161,108.71,-781
146.303,128,108.716,-611
146.311,59,108.721,-345
146.318,-52,108.727,-206
146.326,-163,108.733,-26
146.334,-214,108.738,207
146.342,-138,108.744,452
146.349,195,108.75,538
146.357,631,108.755,568
146.365,511,108.761,671
146.372,-260,108.767,639
146.38,-647,108.772,775
146.388,-255,108.778,861
146.395,6,108.784,1134
146.403,-89,108.789,1137
146.411,-73,108.795,1142
146.418,20,108.801,1151
146.426,-4,108.806,1344
146.434,-62,108.812,1384
146.442,-48,108.818,1527
146.449,-2,108.823,1581
146.457,20,108.829,1614
146.465,25,108.835,1732
146.472,11,108.841,1707
146.48,-11,108.846,1969
146.488,-25,108.852,1992
146.495,-36,108.858,2203
146.503,-36,108.863,2271
146.511,-11,108.869,2459
146.518,16,108.875,2479
146.526,20,108.88,2624
146.534,46,108.886,2774
146.542,66,108.892,2959
146.549,48,108.897,3151
146.557,34,108.903,3231
146.565,2,108.909,3389
146.572,-87,108.914,3487
146.58,-154,108.921,3556
146.588,-184,108.927,3905
146.596,-204,108.933,3880
146.603,-225,108.938,4074
146.611,-283,108.944,4074
146.619,-333,108.95,4198
146.626,-304,108.955,4343
146.634,-253,108.961,4462
146.642,-244,108.967,4531
146.649,-225,108.972,4565
146.657,-186,108.978,4795
146.665,-158,108.984,4873
146.672,-117,108.989,4863
146.68,-69,108.995,4983
146.688,-55,109.001,5129
146.696,-34,109.006,5143
146.703,-6,109.012,5129
146.711,16,109.018,5227
146.719,52,109.024,5224
146.726,66,109.029,5120
146.734,57,109.035,5044
146.742,34,109.041,4646
146.749,-23,109.046,4397
146.757,-41,109.052,4074
146.765,13,109.058,3692
146.772,50,109.063,3397
146.78,59,109.069,3190
146.788,82,109.075,2799
146.796,110,109.08,2460
146.803,142,109.086,2129
146.811,177,109.092,1846
146.819,152,109.097,1510
146.826,43,109.103,1301
146.834,-32,109.109,1134
146.842,-34,109.114,833
146.849,-48,109.12,719
146.857,-46,109.126,616
146.865,-16,109.131,529
146.872,-13,109.137,396
146.88,-41,109.143,436
146.888,-16,109.149,309
146.896,223,109.154,366
146.903,654,109.161,407
146.911,815,109.167,440
146.919,234,109.172,503
146.926,-525,109.178,690
146.934,-458,109.184,722
146.942,-2,109.19,864
146.949,29,109.195,1122
146.957,-48,109.201,1196
146.965,25,109.207,1299
146.972,34,109.212,1444
146.98,18,109.218,1699
146.988,80,109.224,1796
146.996,135,109.229,1949
147.003,133,109.235,2182
147.011,94,109.241,2389
147.019,57,109.246,2416
147.026,39,109.252,2684
147.034,27,109.258,2809
147.042,32,109.263,2855
147.049,48,109.269,2937
147.057,41,109.275,2928
147.065,6,109.28,2943
147.072,-27,109.286,2805
147.08,-46,109.292,2787
147.088,-41,109.297,2838
147.096,-18,109.303,2893
147.103,-23,109.309,2787
147.111,-29,109.315,2790
147.119,6,109.32,2696
147.127,41,109.326,2642
147.134,48,109.332,2591
147.142,23,109.337,2652
147.15,-112,109.343,2626
147.157,-285,109.349,2587
147.165,-304,109.354,2587
147.173,-232,109.36,2658
147.18,-209,109.366,2793
147.188,-204,109.371,2945
147.196,-198,109.377,3166
147.203,-188,109.383,3262
147.211,-142,109.388,3533
147.219,-82,109.394,3691
147.227,-48,109.401,3783
147.234,-29,109.407,4030
147.242,-29,109.412,4333
147.25,-25,109.418,4586
147.257,9,109.424,4755
147.265,32,109.429,5019
147.273,52,109.435,5228
147.28,76,109.441,5397
147.288,66,109.446,5734
147.296,69,109.452,6013
147.303,115,109.458,6156
147.311,133,109.463,6278
147.319,64,109.469,6530
147.327,-89,109.475,6607
147.334,-202,109.481,6880
147.342,-177,109.486,7018
147.35,-99,109.492,7166
147.357,-62,109.498,7464
147.365,-39,109.503,7664
147.373,-29,109.509,7877
147.38,-69,109.515,8053
147.388,-115,109.52,8227
147.396,-103,109.526,8237
147.403,-69,109.532,8466
147.411,-48,109.537,8524
147.419,-50,109.543,8436
147.427,-89,109.549,8544
147.434,-92,109.554,8428
147.442,85,109.56,8354
147.45,492,109.566,8185
147.457,783,109.571,7899
147.465,320,109.577,7730
147.473,-532,109.583,7453
147.48,-580,109.588,7162
147.488,-64,109.594,6908
147.496,39,109.6,6587
147.503,-59,109.606,6280
147.511,6,109.611,5979
147.519,27,109.617,5719
147.527,9,109.623,5456
147.534,76,109.628,5210
147.542,135,109.634,4988
147.55,126,109.64,4716
147.557,92,109.647,4572
147.565,23,109.652,4465
147.573,-43,109.658,4351
147.58,-46,109.664,4257
147.588,-11,109.669,4136
147.596,4,109.675,4122
147.603,-2,109.681,3989
147.611,-13,109.686,3981
147.619,-4,109.692,4074
147.627,23,109.698,4207
147.634,52,109.703,4358
147.642,41,109.709,4533
147.65,-27,109.715,4756
147.657,-59,109.72,4903
147.665,-18,109.726,4957
147.673,20,109.732,5142
147.681,27,109.737,5251
147.688,13,109.743,5522
147.696,-20,109.749,5731
147.704,-55,109.754,5845
147.711,-52,109.76,5882
147.719,-29,109.766,6126
147.727,-23,109.772,6312
147.734,-66,109.777,6336
147.742,-140,109.783,6497
147.75,-156,109.789,6585
147.757,-101,109.794,6582
147.765,-57,109.8,6657
147.773,-32,109.806,6589
147.781,-13,109.811,6620
147.788,-20,109.817,6786
147.796,-29,109.823,6708
147.804,-29,109.828,6779
147.811,-43,109.834,6778
147.819,-76,109.84,6871
147.827,-131,109.845,7000
147.834,-184,109.851,6844
147.842,-172,109.857,6995
147.85,-126,109.862,6884
147.857,-80,109.868,7060
147.865,-69,109.874,7093
147.873,-105,109.879,7078
147.881,-119,109.885,7112
147.888,-78,109.892,7187
147.896,-25,109.898,7314
147.904,9,109.903,7351
147.911,25,109.909,7357
147.919,25,109.915,7444
147.927,2,109.92,7510
147.934,-25,109.926,7610
147.942,-36,109.932,7677
147.95,-13,109.937,7742
147.957,11,109.943,7868
147.965,0,109.949,7985
147.973,-34,109.955,8100
147.981,-27,109.96,8113
147.988,172,109.966,8148
147.996,608,109.972,8392
148.004,808,109.977,8375
148.011,207,109.983,8500
148.019,-582,109.989,8538
148.027,-497,109.994,8532
148.034,-11,110,8586
148.042,34,110.006,8692
148.05,-41,110.011,8687
148.057,13,110.017,8677
148.065,0,110.023,8810
148.073,-18,110.028,8725
148.081,43,110.034,8854
148.088,82,110.04,8724
148.096,59,110.045,8765
148.104,25,110.051,8616
148.111,13,110.057,8519
148.119,-2,110.062,8591
148.127,-25,110.068,8418
148.134,-2,110.074,8161
148.142,11,110.08,7971
148.15,-6,110.085,7814
148.157,4,110.091,7420
148.165,23,110.097,7065
148.173,41,110.102,6696
148.181,48,110.108,6296
148.188,-6,110.114,5831
148.196,-36,110.119,5391
148.204,0,110.125,5051
148.211,20,110.132,4455
148.219,23,110.138,4155
148.227,23,110.143,3710
148.235,2,110.149,3382
148.242,-16,110.155,2967
148.25,-27,110.16,2577
148.258,-41,110.166,2234
148.265,-52,110.172,2121
148.273,-76,110.177,1961
148.281,-135,110.183,1637
148.288,-154,110.189,1527
148.296,-119,110.194,1380
148.304,-149,110.2,1141
148.312,-191,110.206,1264
148.319,-156,110.211,1189
148.327,-172,110.217,1124
148.335,-290,110.223,1117
148.342,-382,110.228,1129
148.35,-361,110.234,1300
148.358,-304,110.24,1469
148.365,-327,110.245,1536
148.373,-363,110.251,1483
148.381,-308,110.257,1603
148.388,-244,110.263,1700
148.396,-221,110.268,1862
148.404,-193,110.274,1933
148.412,-156,110.28,2022
148.419,-108,110.285,2131
148.427,-55,110.291,2237
148.435,-11,110.297,2396
148.442,18,110.302,2498
148.45,32,110.308,2604
148.458,39,110.314,2708
148.465,46,110.319,2777
148.473,59,110.325,2818
148.481,48,110.331,2943
148.488,9,110.336,2986
148.496,2,110.342,3063
148.504,4,110.348,3294
148.512,-11,110.353,3315
148.519,-2,110.359,3295
148.527,110,110.365,3502
148.535,449,110.372,3613
148.542,863,110.377,3728
148.55,684,110.383,3674
148.558,-188,110.389,3664
148.565,-587,110.394,3913
148.573,-119,110.4,3997
148.581,138,110.406,4114
148.588,-43,110.411,4267
148.596,-80,110.417,4433
148.604,-6,110.423,4405
148.612,9,110.429,4368
148.619,39,110.434,4511
148.627,69,110.44,4616
148.635,66,110.446,4799
148.642,57,110.451,4954
148.65,50,110.457,5039
148.658,57,110.463,5083
148.665,39,110.468,5228
148.673,-4,110.474,5200
148.681,-20,110.48,5299
148.688,-20,110.485,5458
148.696,6,110.491,5421
148.704,50,110.497,5646
148.712,69,110.502,5756
148.719,52,110.508,5887
148.727,-4,110.514,5868
148.735,-41,110.519,5948
148.742,-4,110.525,5988
148.75,36,110.531,6036
148.758,39,110.536,6184
148.765,13,110.542,6213
148.773,-20,110.548,6488
148.781,-39,110.554,6482
148.788,-55,110.559,6424
148.796,-105,110.565,6668
148.804,-158,110.571,6760
148.812,-172,110.576,6890
148.819,-168,110.582,6814
148.827,-161,110.588,6844
148.835,-188,110.593,6727
148.842,-253,110.599,6729
148.85,-271,110.605,6522
148.858,-327,110.612,6346
148.866,-472,110.617,6255
148.873,-488,110.623,6119
148.881,-370,110.629,5864
148.889,-313,110.634,5615
148.896,-294,110.64,5295
148.904,-267,110.646,5101
148.912,-248,110.651,4862
148.919,-202,110.657,4663
148.927,-138,110.663,4374
148.935,-89,110.668,4116
148.942,-66,110.674,3980
148.95,-62,110.68,3837
148.958,-34,110.685,3609
148.966,25,110.691,3412
148.973,85,110.697,3406
148.981,124,110.702,3188
148.989,133,110.708,3090
148.996,115,110.714,3011
149.004,101,110.72,3167
149.012,126,110.725,3099
149.019,152,110.731,3150
149.027,133,110.737,3079
149.035,85,110.742,3231
149.042,20,110.748,3220
149.05,-34,110.754,3250
149.058,-18,110.759,3416
149.066,140,110.765,3316
149.073,529,110.771,3573
149.081,893,110.776,3749
149.089,594,110.782,3581
149.096,-221,110.788,3763
149.104,-421,110.793,3755
149.112,57,110.799,3796
149.119,228,110.805,3999
149.127,62,110.81,3917
149.135,11,110.816,4022
149.142,32,110.822,4100
149.15,48,110.827,4165
149.158,96,110.833,4129
149.166,140,110.839,4260
149.173,145,110.845,4327
149.181,124,110.85,4277
149.189,110,110.857,4298
149.196,110,110.863,4232
149.204,112,110.868,4288
149.212,82,110.874,4334
149.219,-13,110.88,4277
149.227,-105,110.885,4367
149.235,-87,110.891,4368
149.242,-25,110.897,4338
149.25,-2,110.903,4291
149.258,16,110.908,4413
149.266,18,110.914,4382
149.273,-6,110.92,4409
149.281,-11,110.925,4515
149.289,-20,110.931,4423
149.296,-48,110.937,4434
149.304,-48,110.942,4555
149.312,-69,110.948,4409
149.319,-117,110.954,4553
149.327,-126,110.959,4553
149.335,-108,110.965,4569
149.342,-163,110.971,4572
149.35,-262,110.976,4679
149.358,-294,110.982,4664
149.366,-269,110.988,4704
149.373,-239,110.993,4705
149.381,-195,110.999,4697
149.389,-156,111.005,4766
149.397,-172,111.01,4984
149.404,-246,111.016,5072
149.412,-269,111.022,4987
149.42,-207,111.028,5106
149.427,-152,111.033,5289
149.435,-119,111.039,5225
149.443,-126,111.045,5349
149.45,-195,111.05,5429
149.458,-223,111.056,5494
149.466,-163,111.062,5647
149.473,-103,111.067,5778
149.481,-73,111.073,5855
149.489,-46,111.079,5794
149.497,-25,111.084,5933
149.504,-4,111.09,5924
149.512,41,111.097,6037
149.52,99,111.103,5864
149.527,115,111.108,5899
149.535,80,111.114,5840
149.543,41,111.12,5533
149.55,36,111.125,5357
149.558,66,111.131,5079
149.566,73,111.137,4902
149.573,18,111.142,4570
149.581,-62,111.148,4242
149.589,-128,111.154,3935
149.597,-142,111.16,3622
149.604,-27,111.165,3374
149.612,331,111.171,3036
149.62,746,111.177,2829
149.627,603,111.182,2418
149.635,-168,111.188,2304
149.643,-536,111.194,2031
149.65,-126,111.199,1790
149.658,140,111.205,1765
149.666,32,111.211,1547
149.673,41,111.216,1597
149.681,119,111.222,1323
149.689,99,111.228,1369
149.697,112,111.233,1323
149.704,179,111.239,1284
149.712,198,111.245,1467
149.72,195,111.25,1403
149.727,202,111.256,1406
149.735,184,111.262,1532
149.743,158,111.267,1472
149.75,140,111.273,1502
149.758,66,111.279,1565
149.766,-36,111.285,1633
149.773,-69,111.29,1746
149.781,-80,111.296,1882
149.789,-112,111.302,2022
149.797,-87,111.307,2159
149.804,-55,111.313,2267
149.812,-69,111.319,2255
149.82,-57,111.324,2344
149.827,-32,111.33,2435
149.835,-23,111.336,2686
149.843,-48,111.341,2699
149.85,-145,111.347,2840
149.858,-216,111.353,2874
149.866,-204,111.36,2938
149.873,-200,111.365,2883
149.881,-207,111.371,2793
149.889,-181,111.377,2920
149.897,-165,111.382,2997
149.904,-158,111.388,3041
149.912,-131,111.394,3054
149.92,-110,111.4,2965
149.927,-108,111.405,2974
149.935,-110,111.411,3081
149.943,-149,111.417,3088
149.951,-175,111.422,3142
149.958,-135,111.428,3279
149.966,-103,111.434,3390
149.974,-89,111.439,3304
149.981,-48,111.445,3373
149.989,-20,111.451,3381
149.997,-2,111.456,3421
150.004,29,111.462,3263
150.012,50,111.468,3454
150.02,52,111.473,3573
150.027,-4,111.479,3498
150.035,-101,111.485,3576
150.043,-103,111.49,3583
150.051,-27,111.496,3655
150.058,-4,111.502,3802
150.066,-2,111.507,3835
150.074,18,111.513,3795
150.081,18,111.519,3831
150.089,27,111.525,3855
150.097,64,111.53,3844
150.104,66,111.536,4106
150.112,36,111.542,4153
150.12,-27,111.547,4259
150.127,-124,111.553,4315
150.135,-128,111.559,4393
150.143,52,111.564,4421
150.151,426,111.57,4489
150.158,734,111.576,4544
150.166,384,111.581,4580
150.174,-398,111.587,4734
150.181,-492,111.593,4683
150.189,-6,111.598,4702
150.197,101,111.604,4744
150.204,-16,111.61,4684
150.212,48,111.615,4613
150.22,103,111.621,4417
150.227,89,111.628,4220
150.235,126,111.634,4089
150.243,161,111.639,3732
150.251,158,111.645,3467
150.258,177,111.651,3178
150.266,186,111.657,2884
150.274,163,111.662,2677
150.281,110,111.668,2524
150.289,59,111.674,2324
150.297,25,111.679,1920
150.304,-52,111.685,1492
150.312,-108,111.691,1259
150.32,-57,111.696,1229
150.327,-25,111.702,902
150.335,-36,111.708,849
150.343,-23,111.713,716
150.351,-55,111.719,655
150.358,-128,111.725,447
150.366,-128,111.73,246
150.374,-85,111.736,334
150.381,-94,111.742,502
150.389,-140,111.747,388
150.397,-152,111.753,365
150.404,-142,111.759,468
150.412,-138,111.764,682
150.42,-131,111.77,616
150.427,-142,111.776,731
150.435,-149,111.782,864
150.443,-126,111.787,1026
150.451,-94,111.793,1097
150.458,-62,111.799,1161
150.466,-59,111.804,1293
150.474,-78,111.81,1400
150.482,-112,111.816,1457
150.489,-152,111.821,1633
150.497,-112,111.827,1774
150.505,-50,111.833,1805
150.512,-55,111.838,1742
150.52,-126,111.844,1918
150.528,-239,111.85,1935
150.535,-262,111.855,1968
150.543,-186,111.861,2021
150.551,-138,111.867,2145
150.558,-112,111.872,2284
150.566,-87,111.878,2218
150.574,-66,111.884,2205
150.582,-25,111.891,2351
150.589,27,111.896,2342
150.597,69,111.902,2367
150.605,80,111.908,2450
150.612,64,111.914,2435
150.62,55,111.919,2388
150.628,71,111.925,2439
150.635,108,111.931,2411
150.643,126,111.936,2472
150.651,119,111.942,2399
150.658,73,111.948,2510
150.666,-46,111.953,2439
150.674,-62,111.959,2576
150.682,239,111.965,2611
150.689,674,111.97,2533
150.697,688,111.976,2641
150.705,-23,111.982,2569
150.712,-591,111.987,2762
150.72,-264,111.993,2699
150.728,117,111.999,2752
150.735,50,112.004,2900
150.743,32,112.01,2875
150.751,92,112.016,2931
150.758,48,112.021,2924
150.766,9,112.027,2974
150.774,25,112.033,3150
150.782,55,112.039,3154
150.789,76,112.044,3279
150.797,69,112.05,3203
150.805,73,112.056,3286
150.812,108,112.061,3449
150.82,135,112.067,3389
150.828,135,112.073,3537
150.835,94,112.078,3473
150.843,-16,112.084,3603
150.851,-115,112.09,3714
150.858,-175,112.095,3707
150.866,-241,112.101,3538
150.874,-241,112.107,3489
150.882,-200,112.112,3374
150.889,-214,112.118,3147
150.897,-204,112.124,2798
150.905,-147,112.129,2698
150.912,-115,112.135,2337
150.92,-115,112.141,2060
150.928,-135,112.146,1770
150.935,-179,112.153,1289
150.943,-193,112.159,992
150.951,-168,112.165,672
150.958,-142,112.17,158
150.966,-122,112.176,-53
150.974,-117,112.182,-408
150.982,-128,112.187,-618
150.989,-117,112.193,-774
150.997,-80,112.199,-1094
151.005,-69,112.204,-1334
151.012,-105,112.21,-1490
151.02,-186,112.216,-1563
151.028,-253,112.222,-1711
151.035,-216,112.227,-1745
151.043,-142,112.233,-1839
151.051,-105,112.239,-1880
151.059,-71,112.244,-1831
151.066,-64,112.25,-1744
151.074,-73,112.256,-1663
151.082,-39,112.261,-1689
151.089,13,112.267,-1665
151.097,59,112.273,-1635
151.105,82,112.278,-1576
151.112,39,112.284,-1350
151.12,-6,112.29,-1406
151.128,23,112.295,-1243
151.136,73,112.301,-1108
151.143,89,112.307,-1019
151.151,85,112.312,-846
151.159,87,112.318,-694
151.166,76,112.324,-651
151.174,80,112.329,-698
151.182,115,112.335,-535
151.189,133,112.341,-484
151.197,108,112.347,-201
151.205,48,112.352,-131
151.212,165,112.358,-239
151.22,564,112.364,-145
151.228,766,112.369,12
151.236,237,112.375,-34
151.243,-481,112.381,-123
151.251,-419,112.386,7
151.259,-27,112.392,7
151.266,-52,112.398,-31
151.274,-108,112.405,37
151.282,13,112.41,99
151.289,25,112.416,143
151.297,-11,112.422,111
151.305,25,112.427,224
151.312,66,112.433,109
151.32,103,112.439,57
151.328,142,112.445,85
151.336,170,112.45,23
151.343,172,112.456,78
151.351,156,112.462,141
151.359,131,112.467,161
151.366,69,112.473,136
151.374,32,112.479,52
151.382,4,112.484,219
151.389,-69,112.49,174
151.397,-87,112.496,266
151.405,-80,112.501,337
151.412,-87,112.507,425
151.42,-62,112.513,432
151.428,-57,112.518,398
151.436,-64,112.524,556
151.443,-59,112.53,486
151.451,-62,112.535,628
151.459,-57,112.541,721
151.466,-78,112.547,736
151.474,-108,112.552,869
151.482,-110,112.558,1029
151.489,-119,112.564,1081
151.497,-122,112.57,1015
151.505,-140,112.575,1112
151.512,-170,112.581,1208
151.52,-154,112.587,1239
151.528,-142,112.592,1157
151.536,-142,112.598,1107
151.543,-115,112.604,1011
151.551,-80,112.609,888
151.559,-92,112.615,702
151.566,-156,112.621,397
151.574,-163,112.626,52
151.582,-115,112.632,-243
151.589,-92,112.638,-476
151.597,-57,112.643,-813
151.605,-27,112.649,-1341
151.613,-20,112.655,-1686
151.62,4,112.66,-2046
151.628,32,112.666,-2365
151.636,71,112.672,-2728
151.643,105,112.679,-3195
151.651,69,112.684,-3422
151.659,27,112.69,-3638
151.667,34,112.696,-3834
151.674,46,112.701,-4034
151.682,52,112.707,-4236
151.69,66,112.713,-4480
151.697,89,112.718,-4572
151.705,89,112.724,-4656
151.713,80,112.73,-4826
151.72,94,112.736,-4707
151.728,96,112.741,-4759
151.736,147,112.747,-4740
151.743,380,112.753,-4681
151.751,776,112.758,-4770
151.759,900,112.764,-4547
151.767,228,112.77,-4505
151.774,-538,112.775,-4240
151.782,-363,112.781,-4304
151.79,94,112.787,-3977
151.797,87,112.792,-3829
151.805,27,112.798,-3845
151.813,101,112.804,-3683
151.82,115,112.809,-3397
151.828,59,112.815,-3226
151.836,16,112.821,-3081
151.843,13,112.826,-3028
151.851,32,112.832,-2817
151.859,20,112.838,-2817
151.867,-52,112.843,-2661
151.874,-96,112.849,-2681
151.882,-69,112.855,-2540
151.89,-46,112.861,-2478
151.897,-13,112.866,-2145
151.905,27,112.872,-2357
151.913,50,112.878,-2368
151.92,25,112.883,-2212
151.928,-62,112.889,-2066
151.936,-73,112.895,-1931
151.943,-46,112.9,-2058
151.951,-87,112.906,-1936
151.959,-96,112.912,-1927
151.967,-80,112.917,-1907
151.974,-96,112.924,-1870
151.982,-103,112.93,-1910
151.99,-131,112.936,-1965
151.997,-204,112.941,-1785
152.005,-276,112.947,-1727
152.013,-292,112.953,-1762
152.02,-269,112.958,-1788
152.028,-253,112.964,-1705
152.036,-225,112.97,-1781
152.043,-202,112.976,-1598
152.051,-195,112.981,-1458
152.059,-175,112.987,-1491
152.067,-168,112.993,-1397
152.074,-140,112.998,-1351
152.082,-94,113.004,-1223
152.09,-85,113.01,-1162
152.097,-105,113.015,-1014
152.105,-156,113.021,-1032
152.113,-175,113.027,-893
152.12,-112,113.032,-796
152.128,-78,113.038,-821
152.136,-71,113.044,-682
