Time1,ECG,Time2,PPG
566.069,87,420.209,941
566.076,50,420.215,1102
566.084,-13,420.22,1129
566.092,-11,420.226,1232
566.099,27,420.232,1438
566.107,48,420.238,1551
566.115,73,420.243,1734
566.122,85,420.249,1912
566.13,73,420.256,2149
566.138,99,420.261,2169
566.146,317,420.267,2339
566.153,771,420.273,2552
566.161,1011,420.279,2756
566.169,439,420.284,2813
566.177,-343,420.29,3051
566.184,-228,420.296,3274
566.192,246,420.301,3364
566.2,241,420.307,3507
566.207,128,420.313,3662
566.215,124,420.318,3707
566.223,76,420.324,3798
566.23,59,420.33,3692
566.238,46,420.335,3640
566.246,-11,420.341,3422
566.253,-46,420.347,3265
566.261,-71,420.352,3024
566.269,-69,420.358,2626
566.277,-23,420.364,2344
566.284,16,420.369,1891
566.292,39,420.375,1429
566.3,69,420.381,1002
566.307,73,420.386,473
566.315,32,420.392,-52
566.323,-11,420.398,-564
566.33,9,420.404,-979
566.338,52,420.409,-1351
566.346,69,420.415,-1688
566.353,89,420.421,-2068
566.361,131,420.426,-2406
566.369,145,420.432,-2625
566.377,92,420.438,-3063
566.384,27,420.443,-3225
566.392,-20,420.449,-3297
566.4,-96,420.455,-3447
566.407,-147,420.46,-3550
566.415,-168,420.466,-3656
566.423,-195,420.472,-3656
566.43,-223,420.477,-3749
566.438,-280,420.483,-3674
566.446,-320,420.489,-3620
566.453,-274,420.496,-3630
566.461,-232,420.501,-3369
566.469,-232,420.507,-3365
566.477,-211,420.513,-3285
566.484,-193,420.518,-3005
566.492,-209,420.524,-2829
566.5,-198,420.53,-2562
566.507,-154,420.535,-2298
566.515,-138,420.541,-2091
566.523,-135,420.547,-1911
566.53,-115,420.552,-1693
566.538,-89,420.558,-1511
566.546,-46,420.564,-1144
566.553,-4,420.569,-1138
566.561,9,420.575,-969
566.569,20,420.581,-914
566.577,39,420.587,-584
566.584,52,420.592,-366
566.592,59,420.598,-405
566.6,50,420.604,-246
566.607,34,420.609,10
566.615,2,420.615,191
566.623,-39,420.621,298
566.63,-18,420.626,444
566.638,34,420.632,489
566.646,32,420.638,547
566.653,20,420.643,662
566.661,186,420.649,578
566.669,605,420.655,801
566.677,900,420.66,904
566.684,483,420.666,908
566.692,-246,420.672,1026
566.7,-253,420.677,1137
566.707,175,420.683,1147
566.715,211,420.689,1302
566.723,122,420.694,1390
566.731,186,420.7,1610
566.738,165,420.706,1631
566.746,73,420.712,1793
566.754,55,420.717,2021
566.761,71,420.723,2130
566.769,78,420.729,2177
566.777,94,420.735,2338
566.784,115,420.741,2504
566.792,64,420.747,2617
566.8,-69,420.752,2742
566.807,-122,420.758,2850
566.815,-62,420.764,2841
566.823,-76,420.77,3108
566.831,-154,420.775,3297
566.838,-152,420.781,3484
566.846,-110,420.787,3540
566.854,-87,420.792,3726
566.861,-43,420.798,3989
566.869,9,420.804,4278
566.877,32,420.809,4089
566.884,23,420.815,4375
566.892,11,420.821,4395
566.9,13,420.826,4483
566.907,4,420.832,4726
566.915,-46,420.838,4771
566.923,-108,420.843,4857
566.931,-170,420.849,4874
566.938,-237,420.855,4935
566.946,-255,420.86,4801
566.954,-234,420.866,4534
566.961,-211,420.872,4243
566.969,-198,420.877,3861
566.977,-221,420.883,3464
566.984,-257,420.889,3098
566.992,-234,420.895,2616
567,-181,420.9,2134
567.007,-149,420.906,1740
567.015,-152,420.912,1238
567.023,-207,420.917,776
567.031,-239,420.923,440
567.038,-186,420.929,-90
567.046,-124,420.934,-339
567.054,-99,420.94,-844
567.061,-78,420.946,-1151
567.069,-69,420.951,-1343
567.077,-50,420.957,-1638
567.084,2,420.963,-2024
567.092,55,420.968,-2078
567.1,78,420.975,-2240
567.107,82,420.981,-2491
567.115,62,420.987,-2559
567.123,39,420.992,-2527
567.131,55,420.998,-2479
567.138,89,421.004,-2358
567.146,117,421.009,-2474
567.154,89,421.015,-2270
567.161,-11,421.021,-2236
567.169,-55,421.026,-2201
567.177,101,421.032,-1978
567.184,499,421.038,-1806
567.192,888,421.043,-1572
567.2,642,421.049,-1449
567.207,-170,421.055,-1244
567.215,-414,421.06,-1077
567.223,32,421.066,-836
567.231,161,421.072,-577
567.238,20,421.077,-319
567.246,76,421.083,-123
567.254,119,421.089,-77
567.261,89,421.095,90
567.269,142,421.1,163
567.277,181,421.106,389
567.284,142,421.112,696
567.292,112,421.117,658
567.3,108,421.123,783
567.308,108,421.129,986
567.315,138,421.134,1117
567.323,158,421.14,1224
567.331,82,421.146,1274
567.338,-55,421.151,1452
567.346,-99,421.157,1512
567.354,-34,421.163,1641
567.362,11,421.168,1658
567.369,39,421.174,1661
567.377,48,421.18,1840
567.385,-11,421.185,1818
567.392,-64,421.191,1807
567.4,-25,421.197,1984
567.408,23,421.202,2166
567.415,13,421.208,2139
567.423,-6,421.215,2175
567.431,-39,421.221,2223
567.438,-89,421.226,2330
567.446,-135,421.232,2413
567.454,-158,421.238,2486
567.462,-179,421.243,2542
567.469,-244,421.249,2631
567.477,-331,421.255,2858
567.485,-356,421.261,2895
567.492,-317,421.266,3145
567.5,-274,421.272,3321
567.508,-253,421.278,3478
567.515,-278,421.283,3445
567.523,-329,421.289,3517
567.531,-324,421.295,3716
567.538,-271,421.3,3765
567.546,-230,421.306,4002
567.554,-195,421.312,4006
567.562,-172,421.317,4259
567.569,-168,421.323,4368
567.577,-145,421.329,4353
567.585,-94,421.334,4602
567.592,-41,421.34,4689
567.6,-4,421.346,4828
567.608,16,421.351,4857
567.615,25,421.357,5021
567.623,25,421.363,4999
567.631,36,421.368,5111
567.638,66,421.374,5051
567.646,92,421.38,5067
567.654,87,421.386,5052
567.662,71,421.391,4735
567.669,78,421.397,4493
567.677,85,421.403,4222
567.685,87,421.408,3810
567.692,181,421.414,3537
567.7,481,421.42,3115
567.708,789,421.425,2702
567.715,481,421.431,2272
567.723,-340,421.437,1918
567.731,-508,421.442,1480
567.738,-27,421.448,898
567.746,96,421.455,575
567.754,-25,421.461,-3
567.762,48,421.466,-344
567.769,117,421.472,-599
567.777,110,421.478,-960
567.785,140,421.483,-1160
567.792,175,421.489,-1312
567.8,186,421.495,-1533
567.808,188,421.5,-1618
567.815,170,421.506,-1752
567.823,163,421.512,-1803
567.831,135,421.517,-1910
567.838,52,421.523,-1893
567.846,27,421.529,-1902
567.854,69,421.534,-1832
567.862,89,421.54,-1793
567.869,105,421.546,-1686
567.877,87,421.551,-1624
567.885,50,421.557,-1493
567.893,66,421.563,-1416
567.9,96,421.569,-1296
567.908,108,421.574,-961
567.916,112,421.58,-861
567.923,48,421.586,-677
567.931,-32,421.591,-359
567.939,-36,421.597,-345
567.946,-36,421.603,-22
567.954,-57,421.608,5
567.962,-78,421.614,71
567.969,-117,421.62,430
567.977,-158,421.625,546
567.985,-172,421.631,681
567.993,-193,421.637,736
568,-225,421.642,750
568.008,-241,421.648,929
568.016,-251,421.654,1067
568.023,-246,421.659,1115
568.031,-218,421.665,1254
568.039,-202,421.671,1360
568.046,-193,421.676,1333
568.054,-204,421.682,1488
568.062,-248,421.688,1572
568.069,-239,421.695,1612
568.077,-191,421.7,1607
568.085,-177,421.706,1631
568.093,-163,421.712,1698
568.1,-126,421.717,1715
568.108,-101,421.723,1779
568.116,-71,421.729,1916
568.123,-32,421.735,1899
568.131,-16,421.74,1987
568.139,-13,421.746,2088
568.146,-11,421.752,2095
568.154,-16,421.757,1947
568.162,2,421.763,2139
568.169,34,421.769,2210
568.177,36,421.774,2387
568.185,36,421.78,2387
568.193,32,421.786,2643
568.2,2,421.791,2794
568.208,4,421.797,2717
568.216,193,421.803,2841
568.223,591,421.808,2998
568.231,739,421.814,3083
568.239,101,421.82,3119
568.246,-598,421.825,3389
568.254,-375,421.831,3538
568.262,62,421.837,3554
568.269,4,421.842,3678
568.277,-50,421.848,3743
568.285,57,421.854,3958
568.293,73,421.86,3946
568.3,80,421.865,4129
568.308,142,421.871,4146
568.316,163,421.877,4250
568.323,161,421.882,4477
568.331,175,421.888,4517
568.339,133,421.894,4483
568.346,34,421.899,4464
568.354,9,421.905,4349
568.362,39,421.911,4141
568.369,0,421.916,4090
568.377,-64,421.922,3806
568.385,-34,421.928,3451
568.393,39,421.933,3163
568.4,64,421.939,2935
568.408,73,421.946,2588
568.416,89,421.952,2158
568.424,101,421.957,1745
568.431,133,421.963,1379
568.439,165,421.969,950
568.447,161,421.974,461
568.454,78,421.98,79
568.462,-71,421.986,-154
568.47,-156,421.991,-581
568.477,-131,421.997,-741
568.485,-99,422.003,-872
568.493,-101,422.008,-1098
568.5,-119,422.014,-1253
568.508,-149,422.02,-1485
568.516,-172,422.026,-1632
568.524,-161,422.031,-1683
568.531,-158,422.037,-1822
568.539,-188,422.043,-1915
568.547,-239,422.048,-1870
568.554,-308,422.054,-1624
568.562,-327,422.06,-1738
568.57,-269,422.065,-1620
568.577,-228,422.071,-1377
568.585,-218,422.077,-1324
568.593,-211,422.082,-1204
568.6,-200,422.088,-1026
568.608,-172,422.094,-792
568.616,-126,422.099,-616
568.624,-73,422.105,-413
568.631,-34,422.111,-142
568.639,-34,422.116,-93
568.647,-29,422.122,171
568.654,4,422.128,394
568.662,36,422.133,485
568.67,55,422.139,736
568.677,55,422.145,811
568.685,36,422.151,1009
568.693,29,422.156,1108
568.7,32,422.162,1299
568.708,16,422.168,1367
568.716,6,422.173,1550
568.724,-11,422.179,1562
568.731,-6,422.185,1832
568.739,257,422.192,1961
568.747,702,422.197,2029
568.754,601,422.203,2124
568.762,-186,422.209,2044
568.77,-532,422.214,2146
568.777,-119,422.22,2224
568.785,96,422.226,2220
568.793,13,422.231,2325
568.8,85,422.237,2303
568.808,170,422.243,2390
568.816,131,422.248,2384
568.824,115,422.254,2689
568.831,156,422.26,2716
568.839,154,422.265,2853
568.847,89,422.271,2789
568.854,59,422.277,2819
568.862,85,422.282,3124
568.87,69,422.288,3199
568.877,29,422.294,3223
568.885,62,422.299,3231
568.893,112,422.305,3252
568.9,119,422.311,3285
568.908,85,422.317,3537
568.916,25,422.322,3706
568.924,18,422.328,3749
568.931,78,422.334,3926
568.939,110,422.339,4036
568.947,101,422.345,4191
568.954,52,422.351,4330
568.962,4,422.356,4332
568.97,11,422.362,4506
568.978,23,422.368,4781
568.985,11,422.373,4805
568.993,6,422.379,4938
569.001,-13,422.385,5007
569.008,-48,422.39,5074
569.016,-34,422.396,5206
569.024,9,422.402,5227
569.031,27,422.407,5362
569.039,-2,422.413,5424
569.047,-89,422.419,5441
569.054,-193,422.424,5416
569.062,-223,422.43,5269
569.07,-191,422.437,5011
569.078,-172,422.443,4899
569.085,-200,422.448,4571
569.093,-276,422.454,4251
569.101,-331,422.46,4006
569.108,-290,422.465,3675
569.116,-228,422.471,3186
569.124,-198,422.477,2935
569.131,-168,422.482,2420
569.139,-161,422.488,2083
569.147,-156,422.494,1682
569.154,-108,422.5,1375
569.162,-48,422.505,990
569.17,-4,422.511,730
569.178,18,422.517,329
569.185,9,422.522,188
569.193,-34,422.528,-9
569.201,-80,422.534,-162
569.208,-64,422.539,-455
569.216,-16,422.545,-534
569.224,9,422.551,-673
569.231,11,422.556,-577
569.239,11,422.562,-540
569.247,18,422.568,-739
569.254,73,422.573,-656
569.262,340,422.579,-504
569.27,764,422.585,-479
569.278,808,422.59,-292
569.285,105,422.596,-175
569.293,-525,422.602,16
569.301,-262,422.607,127
569.308,152,422.613,266
569.316,92,422.619,377
569.324,34,422.625,651
569.331,128,422.63,719
569.339,117,422.636,1046
569.347,39,422.642,1174
569.354,16,422.647,1170
569.362,43,422.653,1495
569.37,62,422.659,1576
569.378,76,422.664,1774
569.385,112,422.67,1856
569.393,135,422.677,1976
569.401,117,422.683,1932
569.408,112,422.688,2030
569.416,131,422.694,2074
569.424,145,422.7,2250
569.431,161,422.705,2334
569.439,152,422.711,2346
569.447,85,422.717,2405
569.454,9,422.722,2444
569.462,-6,422.728,2482
569.47,27,422.734,2541
569.478,52,422.739,2499
569.485,73,422.745,2721
569.493,82,422.751,2658
569.501,52,422.756,2801
569.508,25,422.762,2782
569.516,13,422.768,2860
569.524,9,422.773,2889
569.531,23,422.779,2903
569.539,32,422.785,3014
569.547,34,422.791,3079
569.555,36,422.796,3115
569.562,11,422.802,3166
569.57,-6,422.808,3106
569.578,-18,422.813,3161
569.585,-94,422.819,3296
569.593,-179,422.825,3484
569.601,-172,422.83,3423
569.609,-152,422.836,3572
569.616,-165,422.842,3619
569.624,-168,422.847,3719
569.632,-200,422.853,3830
569.639,-260,422.859,3896
569.647,-244,422.864,4068
569.655,-195,422.87,4172
569.662,-179,422.876,4138
569.67,-147,422.881,4320
569.678,-119,422.887,4547
569.685,-126,422.893,4646
569.693,-147,422.898,4674
569.701,-140,422.904,4789
569.709,-103,422.91,4855
569.716,-85,422.916,4961
569.724,-89,422.923,4932
569.732,-78,422.928,4919
569.739,-48,422.934,4904
569.747,-29,422.94,4872
569.755,-11,422.945,4734
569.762,16,422.951,4534
569.77,16,422.957,4299
569.778,0,422.962,4256
569.785,94,422.968,3832
569.793,426,422.974,3337
569.801,833,422.979,3025
569.809,709,422.985,2575
569.816,-105,422.991,2233
569.824,-522,422.996,1843
569.832,-103,423.002,1468
569.839,115,423.008,1076
569.847,-119,423.013,730
569.855,-204,423.019,228
569.862,-119,423.025,-45
569.87,-87,423.03,-550
569.878,-66,423.036,-763
569.885,-13,423.042,-924
569.893,25,423.048,-1055
569.901,46,423.053,-1144
569.909,66,423.059,-1347
569.916,71,423.065,-1380
569.924,69,423.07,-1566
569.932,52,423.076,-1615
569.939,20,423.082,-1611
569.947,23,423.087,-1749
569.955,64,423.093,-1592
569.962,108,423.099,-1505
569.97,126,423.104,-1472
569.978,131,423.11,-1382
569.985,131,423.116,-1206
569.993,92,423.121,-1112
570.001,50,423.127,-884
570.009,89,423.133,-750
570.016,122,423.138,-539
570.024,92,423.144,-455
570.032,62,423.15,-181
570.039,41,423.155,-16
570.047,27,423.161,138
570.055,34,423.167,396
570.062,43,423.173,597
570.07,41,423.178,654
570.078,18,423.185,821
570.085,-11,423.191,904
570.093,-20,423.196,1018
570.101,-25,423.202,1167
570.109,-50,423.208,1292
570.116,-69,423.214,1214
570.124,-69,423.219,1338
570.132,-69,423.225,1506
570.14,-59,423.231,1372
570.147,-43,423.236,1535
570.155,-46,423.242,1477
570.163,-48,423.248,1447
570.17,-29,423.253,1767
570.178,-32,423.259,1728
570.186,-64,423.265,1760
570.193,-55,423.27,1755
570.201,-18,423.276,1777
570.209,-36,423.282,1851
570.216,-140,423.287,1895
570.224,-234,423.293,1955
570.232,-195,423.299,2024
570.24,-110,423.304,2151
570.247,-94,423.31,2341
570.255,-105,423.316,2385
570.263,-105,423.321,2390
570.27,-101,423.327,2488
570.278,-73,423.333,2586
570.286,-29,423.339,2663
570.293,-4,423.344,2842
570.301,-6,423.35,2947
570.309,-6,423.356,3096
570.316,-6,423.361,3210
570.324,11,423.367,3253
570.332,200,423.373,3230
570.34,633,423.378,3505
570.347,895,423.384,3674
570.355,380,423.39,3656
570.363,-444,423.395,3794
570.37,-442,423.401,3955
570.378,46,423.407,4050
570.386,92,423.412,4211
570.393,-55,423.418,4464
570.401,-39,423.424,4438
570.409,-4,423.431,4513
570.416,9,423.436,4577
570.424,23,423.442,4608
570.432,-29,423.448,4776
570.44,-101,423.453,4606
570.447,-87,423.459,4442
570.455,-34,423.465,4229
570.463,4,423.47,4008
570.47,48,423.476,3680
570.478,82,423.482,3366
570.486,85,423.487,2883
570.493,92,423.493,2651
570.501,128,423.499,2115
570.509,165,423.504,1823
570.516,193,423.51,1411
570.524,209,423.516,1006
570.532,163,423.521,531
570.54,103,423.527,326
570.547,135,423.533,-66
570.555,188,423.539,-434
570.563,191,423.544,-739
570.57,172,423.55,-970
570.578,126,423.556,-1082
570.586,80,423.561,-1279
570.593,57,423.567,-1461
570.601,20,423.573,-1575
570.609,-11,423.578,-1557
570.616,-57,423.584,-1700
570.624,-128,423.59,-1835
570.632,-145,423.595,-1787
570.64,-101,423.601,-1761
570.647,-78,423.607,-1614
570.655,-62,423.612,-1609
570.663,-46,423.618,-1536
570.671,-76,423.624,-1400
570.678,-138,423.629,-1262
570.686,-145,423.635,-1062
570.694,-101,423.641,-867
570.701,-78,423.646,-749
570.709,-117,423.652,-780
570.717,-200,423.658,-476
570.724,-207,423.664,-390
570.732,-142,423.67,-244
570.74,-103,423.676,-7
570.747,-87,423.682,284
570.755,-119,423.687,395
570.763,-181,423.693,591
570.771,-154,423.699,619
570.778,-76,423.705,844
570.786,-29,423.71,831
570.794,0,423.716,973
570.801,4,423.722,1116
570.809,-13,423.727,1232
570.817,-6,423.733,1268
570.824,29,423.739,1384
570.832,62,423.744,1365
570.84,78,423.75,1485
570.847,76,423.756,1636
570.855,29,423.761,1678
570.863,-71,423.767,1690
570.871,-142,423.773,1869
570.878,-2,423.778,1822
570.886,382,423.784,1932
570.894,672,423.79,2017
570.901,347,423.795,1989
570.909,-412,423.801,2071
570.917,-642,423.807,2055
570.924,-255,423.812,2119
570.932,-99,423.818,2214
570.94,-218,423.824,2310
570.947,-214,423.83,2272
570.955,-177,423.835,2362
570.963,-177,423.841,2542
570.971,-135,423.847,2508
570.978,-101,423.852,2592
570.986,-110,423.858,2721
570.994,-99,423.864,2852
571.001,-50,423.869,3014
571.009,0,423.875,3097
571.017,32,423.881,3237
571.024,48,423.886,3371
571.032,41,423.892,3352
571.04,36,423.898,3406
571.047,64,423.903,3810
571.055,110,423.909,3822
571.063,147,423.916,3718
571.071,131,423.922,3925
571.078,66,423.927,4185
571.086,57,423.933,4237
571.094,108,423.939,4388
571.101,140,423.944,4424
571.109,133,423.95,4426
571.117,71,423.956,4362
571.124,-9,423.961,4372
571.132,-73,423.967,4174
571.14,-135,423.973,4050
571.147,-163,423.978,3775
571.155,-158,423.984,3599
571.163,-186,423.99,3282
571.171,-244,423.995,2810
571.178,-274,424.001,2463
571.186,-244,424.007,1990
571.194,-202,424.013,1554
571.201,-188,424.018,1080
571.209,-193,424.024,763
571.217,-204,424.03,318
571.225,-195,424.035,-163
571.232,-161,424.041,-681
571.24,-126,424.047,-959
571.248,-131,424.052,-1210
571.255,-195,424.058,-1571
571.263,-232,424.064,-1754
571.271,-195,424.069,-1944
571.278,-149,424.075,-2047
571.286,-122,424.081,-2314
571.294,-126,424.086,-2513
571.302,-175,424.092,-2506
571.309,-181,424.098,-2603
571.317,-133,424.103,-2647
571.325,-78,424.109,-2646
571.332,-41,424.115,-2698
571.34,-18,424.12,-2662
571.348,0,424.126,-2596
571.355,6,424.132,-2561
571.363,-39,424.138,-2465
571.371,-128,424.143,-2239
571.378,-163,424.149,-2229
571.386,-119,424.155,-2078
571.394,-112,424.162,-1786
571.402,-122,424.167,-1745
571.409,-122,424.173,-1613
571.417,-172,424.179,-1450
571.425,-133,424.184,-1230
571.432,140,424.19,-1102
571.44,504,424.196,-743
571.448,499,424.201,-668
571.455,-158,424.207,-562
571.463,-649,424.213,-382
571.471,-359,424.218,-275
571.478,-89,424.224,-94
571.486,-186,424.23,-20
571.494,-177,424.235,149
571.502,-89,424.241,123
571.509,-80,424.247,370
571.517,-69,424.252,475
571.525,-27,424.258,453
571.532,4,424.264,632
571.54,32,424.269,502
571.548,66,424.275,655
571.555,96,424.281,677
571.563,119,424.287,771
571.571,124,424.292,847
571.578,140,424.298,884
571.586,188,424.304,1066
571.594,214,424.309,1118
571.602,228,424.315,1136
571.609,234,424.321,1211
571.617,188,424.326,1101
571.625,163,424.332,1273
571.632,161,424.338,1214
571.64,128,424.343,1517
571.648,92,424.349,1441
571.655,39,424.355,1673
571.663,-25,424.36,1743
571.671,-62,424.366,1877
571.678,-92,424.372,1925
571.686,-117,424.377,2097
571.694,-142,424.383,2159
571.702,-163,424.389,2407
571.709,-168,424.394,2535
571.717,-147,424.4,2555
571.725,-117,424.406,2736
571.732,-110,424.412,2798
571.74,-115,424.418,3048
571.748,-108,424.424,3191
571.755,-105,424.43,3291
571.763,-71,424.435,3396
571.771,-34,424.441,3517
